"","CrimeDate","CrimeTime","CrimeCode","Location","Description","Weapon","Post","District","Neighborhood","Location.1","Total.Incidents"
"1","05/23/2015",906,"1F","100 S AUGUSTA AV","HOMICIDE","FIREARM",824,"SOUTHWESTERN","Irvington","(39.28469, -76.68482)",1
"2","05/23/2015",1328,"1F","2000 HOLLINS ST","HOMICIDE","FIREARM",836,"SOUTHWESTERN","Boyd-Booth","(39.28709, -76.64881)",1
"3","05/23/2015",1400,"1F","2800 ST LO DR","HOMICIDE","FIREARM",412,"NORTHEASTERN","Clifton Park","(39.31884, -76.58713)",1
"4","05/22/2015",2306,"1F","0 BENKERT AV","HOMICIDE","FIREARM",824,"SOUTHWESTERN","Saint Josephs","(39.28555, -76.67399)",1
"5","05/22/2015",2351,"1F","1900 WILHELM ST","HOMICIDE","FIREARM",934,"SOUTHERN","Carrollton Ridge","(39.28369, -76.64741)",1
"6","05/21/2015",129,"1F","1800 RAMBLEWOOD RD","HOMICIDE","FIREARM",423,"NORTHEASTERN","Loch Raven","(39.35851, -76.58023)",1
"7","05/20/2015",210,"1F","800 W SARATOGA ST","HOMICIDE","FIREARM",714,"WESTERN","Poppleton","(39.29261, -76.63109)",1
"8","05/20/2015",1555,"1F","2400 E MONUMENT ST","HOMICIDE","FIREARM",325,"EASTERN","Milton-Montford","(39.29882, -76.58362)",1
"9","05/20/2015",2336,"1F","500 N PULASKI ST","HOMICIDE","FIREARM",721,"WESTERN","Midtown-Edmondson","(39.29389, -76.65043)",1
"10","05/17/2015",1441,"1F","1700 N CAREY ST","HOMICIDE","FIREARM",732,"WESTERN","Penn North","(39.30915, -76.6431)",1
"11","05/17/2015",1701,"1F","100 S ARLINGTON AV","HOMICIDE","FIREARM",931,"SOUTHERN","Hollins Market","(39.28663, -76.6352)",1
"12","05/15/2015",2007,"1F","2500 N EDGECOMBE CR","HOMICIDE","FIREARM",534,"NORTHERN","Parklane","(39.34212, -76.65854)",1
"13","05/15/2015",2224,"1F","2400 E HOFFMAN ST","HOMICIDE","FIREARM",333,"EASTERN","Broadway East","(39.30685, -76.58412)",1
"14","05/14/2015",911,"1F","2100 EDMONDSON AV","HOMICIDE","FIREARM",723,"WESTERN","Midtown-Edmondson","(39.29505, -76.65084)",1
"15","05/14/2015",1105,"1O","1100 MONTPELIER ST","HOMICIDE","OTHER",513,"NORTHERN","Better Waverly","(39.32416, -76.60258)",1
"16","05/14/2015",1340,"1F","1900 E 31ST ST","HOMICIDE","FIREARM",414,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32637, -76.58867)",1
"17","05/14/2015",1340,"1F","1900 E 31ST ST","HOMICIDE","FIREARM",414,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32637, -76.58867)",1
"18","05/11/2015",1053,"1F","3400 CLIFTON AV","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31095, -76.67558)",1
"19","05/10/2015",46,"1F","4100 ROCKFIELD AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34628, -76.68912)",1
"20","05/10/2015",2221,"1F","5400 CRISMER AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34651, -76.68993)",1
"21","05/10/2015",2233,"1F","1300 N CAREY ST","HOMICIDE","FIREARM",731,"WESTERN","Sandtown-Winchester","(39.30342, -76.639)",1
"22","05/10/2015",2257,"1F","5400 FAIRLAWN AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34574, -76.69022)",1
"23","05/07/2015",2019,"1F","800 W LEXINGTON ST","HOMICIDE","FIREARM",714,"WESTERN","Poppleton","(39.29112, -76.63072)",1
"24","05/07/2015",1814,"1F","100 W PATAPSCO AV","HOMICIDE","FIREARM",912,"SOUTHERN","Brooklyn","(39.23918, -76.61125)",1
"25","05/07/2015",2213,"1F","500 N EAST AV","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Ellwood Park/Monument","(39.29722, -76.57211)",1
"26","05/06/2015",710,"1F","2500 DRUID HILL AV","HOMICIDE","FIREARM",733,"WESTERN","Penn North","(39.31336, -76.64123)",1
"27","05/04/2015",1841,"1K","400 FALLSWAY","HOMICIDE","KNIFE",315,"EASTERN","Penn-Fallsway","(39.29281, -76.60859)",1
"28","05/04/2015",2134,"1F","1800 DRUID HILL AV","HOMICIDE","FIREARM",131,"CENTRAL","Druid Heights","(39.30632, -76.63385)",1
"29","05/03/2015",2133,"1F","3000 ELIZABETH AV","HOMICIDE","FIREARM",923,"SOUTHERN","Lakeland","(39.25528, -76.65107)",1
"30","05/02/2015",2336,"1F","2800 SILVER HILL AV","HOMICIDE","FIREARM",623,"NORTHWESTERN","Howard Park","(39.32636, -76.71003)",1
"31","05/01/2015",1128,"1F","300 S HIGHLAND AV","HOMICIDE","FIREARM",224,"SOUTHEASTERN","Highlandtown","(39.2884, -76.56917)",1
"32","04/30/2015",839,"1O","1700 PRESBURY ST","HOMICIDE","OTHER",732,"WESTERN","Sandtown-Winchester","(39.30798, -76.64493)",1
"33","04/30/2015",1205,"1F","800 MCKEAN AV","HOMICIDE","FIREARM",724,"WESTERN","Harlem Park","(39.29799, -76.64676)",1
"34","04/29/2015",1357,"1F","3800 Liberty Heights Av","HOMICIDE","FIREARM",625,"NORTHWESTERN","Callaway-Garrison","(39.32704, -76.68126)",1
"35","04/29/2015",1534,"1F","1600 HAZEL ST","HOMICIDE","FIREARM",911,"SOUTHERN","Curtis Bay","(39.22608, -76.58835)",1
"36","04/29/2015",2145,"1F","500 EDGEWOOD ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Allendale","(39.29285, -76.67551)",1
"37","04/28/2015",2010,"1F","5100 PARK HEIGHTS AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Central Park Heights","(39.34843, -76.67491)",1
"38","04/26/2015",500,"1F","4500 WESTCHESTER RD","HOMICIDE","FIREARM",622,"NORTHWESTERN","Windsor Hills","(39.31817, -76.69041)",1
"39","04/26/2015",1244,"1O","400 FURROW ST","HOMICIDE","OTHER",835,"SOUTHWESTERN","Carrollton Ridge","(39.28239, -76.6518)",1
"40","04/25/2015",2345,"1F","4300 BELAIR RD","HOMICIDE","FIREARM",422,"NORTHEASTERN","Belair-Parkside","(39.3283, -76.56532)",1
"41","04/24/2015",2052,"1F","4100 W ROGERS AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34695, -76.69084)",1
"42","04/23/2015",1225,"1F","","HOMICIDE","FIREARM",231,"SOUTHEASTERN","Canton","",1
"43","04/21/2015",1229,"1O","1800 ANNAPOLIS RD","HOMICIDE","OTHER",921,"SOUTHERN","Carroll - Camden Industrial Area","(39.27085, -76.63068)",1
"44","04/21/2015",2037,"1F","1500 N HILTON ST","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Rosemont","(39.30452, -76.67211)",1
"45","04/17/2015",329,"1F","","HOMICIDE","FIREARM",625,"NORTHWESTERN","","",1
"46","04/17/2015",2258,"1F","2800 W GARRISON AV","HOMICIDE","FIREARM",534,"NORTHERN","Cylburn","(39.34978, -76.6662)",1
"47","04/17/2015",2258,"1F","2800 W GARRISON AV","HOMICIDE","FIREARM",534,"NORTHERN","Cylburn","(39.34978, -76.6662)",1
"48","04/13/2015",2335,"1F","3900 FLOWERTON RD","HOMICIDE","FIREARM",822,"SOUTHWESTERN","Edmondson Village","(39.29863, -76.68212)",1
"49","04/10/2015",1642,"1K","1100 CARROLL ST","HOMICIDE","KNIFE",921,"SOUTHERN","Washington Village/Pigtown","(39.28153, -76.63217)",1
"50","04/08/2015",1726,"1F","4100 AUDREY AV","HOMICIDE","FIREARM",913,"SOUTHERN","Brooklyn","(39.23007, -76.60405)",1
"51","04/07/2015",2256,"1F","0 N MONROE ST","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.28863, -76.64693)",1
"52","04/04/2015",120,"1K","2800 EDMONDSON AV","HOMICIDE","KNIFE",725,"WESTERN","Mosher","(39.29447, -76.6639)",1
"53","04/04/2015",1337,"1F","3200 ELMLEY AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31705, -76.57808)",1
"54","04/04/2015",1555,"1F","100 N PULASKI ST","HOMICIDE","FIREARM",721,"WESTERN","Penrose/Fayette Street Outreach","(39.28972, -76.6502)",1
"55","03/30/2015",1827,"1F","2800 W NORTH AV","HOMICIDE","FIREARM",811,"SOUTHWESTERN","Northwest Community Action","(39.3091, -76.66454)",1
"56","03/30/2015",1842,"1F","1800 E FEDERAL ST","HOMICIDE","FIREARM",321,"EASTERN","Broadway East","(39.30864, -76.59273)",1
"57","03/28/2015",1348,"1F","4100 10TH ST","HOMICIDE","FIREARM",913,"SOUTHERN","Brooklyn","(39.23003, -76.59804)",1
"58","03/27/2015",1531,"1K","2200 CHELSEA TER","HOMICIDE","KNIFE",821,"SOUTHWESTERN","Mount Holly","(39.31312, -76.68099)",1
"59","03/26/2015",1840,"1F","4500 PARKTON ST","HOMICIDE","FIREARM",833,"SOUTHWESTERN","Yale Heights","(39.27757, -76.69115)",1
"60","03/24/2015",1308,"1F","","HOMICIDE","FIREARM",816,"SOUTHWESTERN","Saint Josephs","",1
"61","03/23/2015",2116,"1F","2700 PENNSYLVANIA AV","HOMICIDE","FIREARM",736,"WESTERN","Penn North","(39.31253, -76.64548)",1
"62","03/23/2015",2207,"1F","800 N MONROE ST","HOMICIDE","FIREARM",724,"WESTERN","Midtown-Edmondson","(39.29796, -76.64751)",1
"63","03/17/2015",2057,"1F","1200 E OLIVER ST","HOMICIDE","FIREARM",313,"EASTERN","Oliver","(39.3072, -76.60229)",1
"64","03/12/2015",633,"1F","5400 BUCKNELL RD","HOMICIDE","FIREARM",435,"NORTHEASTERN","Cedonia","(39.33141, -76.53404)",1
"65","03/12/2015",2118,"1K","1900 E 28TH ST","HOMICIDE","KNIFE",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32389, -76.58948)",1
"66","03/10/2015",2254,"1K","4400 LAPLATA AV","HOMICIDE","KNIFE",536,"NORTHERN","Medfield","(39.3425, -76.64514)",1
"67","03/03/2015",1700,"1F","800 RICHWOOD AV","HOMICIDE","FIREARM",524,"NORTHERN","Richnor Springs","(39.34649, -76.60501)",1
"68","03/02/2015",1642,"1F","1300 W LAFAYETTE AV","HOMICIDE","FIREARM",713,"WESTERN","Sandtown-Winchester","(39.29908, -76.63878)",1
"69","03/02/2015",1710,"1F","700 W LEXINGTON ST","HOMICIDE","FIREARM",122,"CENTRAL","Poppleton","(39.29121, -76.62861)",1
"70","02/28/2015",1546,"1F","4300 WELBOURNE RD","HOMICIDE","FIREARM",421,"NORTHEASTERN","Hillen","(39.3435, -76.58798)",1
"71","02/25/2015",2247,"1F","5600 LOCH RAVEN BLVD","HOMICIDE","FIREARM",421,"NORTHEASTERN","Woodbourne Heights","(39.35742, -76.58981)",1
"72","02/24/2015",1826,"1F","300 MARYDELL RD","HOMICIDE","FIREARM",833,"SOUTHWESTERN","Irvington","(39.27984, -76.68964)",1
"73","02/24/2015",2356,"1K","800 GUILFORD AV","HOMICIDE","KNIFE",144,"CENTRAL","Mount Vernon","(39.29914, -76.61165)",1
"74","02/22/2015",722,"1F","700 N ROSE ST","HOMICIDE","FIREARM",325,"EASTERN","Milton-Montford","(39.29924, -76.58165)",1
"75","02/21/2015",1102,"1F","3800 RIDGEWOOD AV","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dolfield","(39.33633, -76.67928)",1
"76","02/14/2015",1635,"1F","1700 ASHBURTON ST","HOMICIDE","FIREARM",735,"WESTERN","Coppin Heights/Ash-Co-East","(39.30757, -76.66212)",1
"77","02/12/2015",101,"1F","300 COLLINS AV","HOMICIDE","FIREARM",833,"SOUTHWESTERN","Irvington","(39.28111, -76.68357)",1
"78","02/12/2015",1840,"1F","3300 GARRISON BLVD","HOMICIDE","FIREARM",623,"NORTHWESTERN","Forest Park","(39.32661, -76.68255)",1
"79","02/11/2015",1908,"1F","3900 W GARRISON AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Langston Hughes","(39.34332, -76.68028)",1
"80","02/03/2015",114,"1O","400 S EATON ST","HOMICIDE","OTHER",224,"SOUTHEASTERN","Highlandtown","(39.28762, -76.56539)",1
"81","02/01/2015",1407,"1F","600 N ELLWOOD AV","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Ellwood Park/Monument","(39.29844, -76.5738)",1
"82","02/01/2015",1550,"1F","4500 N ROGERS AV","HOMICIDE","FIREARM",634,"NORTHWESTERN","Woodmere","(39.34375, -76.694)",1
"83","01/31/2015",2300,"1F","5300 FRANKFORD AV","HOMICIDE","FIREARM",434,"NORTHEASTERN","Frankford","(39.32441, -76.54079)",1
"84","01/30/2015",2000,"1F","3000 Liberty Heights Av","HOMICIDE","FIREARM",625,"NORTHWESTERN","Ashburton","(39.32252, -76.66569)",1
"85","01/29/2015",1153,"1F","900 STAMFORD RD","HOMICIDE","FIREARM",823,"SOUTHWESTERN","West Hills","(39.29594, -76.70954)",1
"86","01/29/2015",1328,"1F","2300 E LAFAYETTE AV","HOMICIDE","FIREARM",331,"EASTERN","Broadway East","(39.31105, -76.58542)",1
"87","01/29/2015",1910,"1F","4400 PRUDENCE ST","HOMICIDE","FIREARM",911,"SOUTHERN","Curtis Bay","(39.22558, -76.59158)",1
"88","01/28/2015",1310,"1F","2300 WALBROOK AV","HOMICIDE","FIREARM",735,"WESTERN","Mondawmin","(39.31068, -76.65423)",1
"89","01/26/2015",2138,"1F","2000 PENNSYLVANIA AV","HOMICIDE","FIREARM",131,"CENTRAL","Upton","(39.30631, -76.63797)",1
"90","01/25/2015",1849,"1K","4500 FURLEY AV","HOMICIDE","KNIFE",436,"NORTHEASTERN","Frankford","(39.33025, -76.5549)",1
"91","01/24/2015",2206,"1F","4400 FRANCONIA DR","HOMICIDE","FIREARM",436,"NORTHEASTERN","Frankford","(39.32665, -76.55822)",1
"92","01/18/2015",1917,"1F","2000 DENISON ST","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31022, -76.67423)",1
"93","01/18/2015",1917,"1F","2000 DENISON ST","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31022, -76.67423)",1
"94","01/17/2015",1446,"1F","1700 PRESSTMAN ST","HOMICIDE","FIREARM",731,"WESTERN","Sandtown-Winchester","(39.30536, -76.64481)",1
"95","01/12/2015",1953,"1F","1700 HOMESTEAD ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32029, -76.59453)",1
"96","01/11/2015",2247,"1F","4600 EDMONDSON AV","HOMICIDE","FIREARM",823,"SOUTHWESTERN","Hunting Ridge","(39.29344, -76.69434)",1
"97","01/10/2015",1950,"1F","1900 MC CULLOH ST","HOMICIDE","FIREARM",131,"CENTRAL","Druid Heights","(39.30737, -76.63381)",1
"98","01/09/2015",1555,"1F","5900 GLENKIRK RD","HOMICIDE","FIREARM",423,"NORTHEASTERN","Ramblewood","(39.36343, -76.58948)",1
"99","01/09/2015",1555,"1F","5900 GLENKIRK RD","HOMICIDE","FIREARM",423,"NORTHEASTERN","Ramblewood","(39.36343, -76.58948)",1
"100","01/05/2015",1330,"1O","1100 N CARROLLTON AV","HOMICIDE","OTHER",715,"WESTERN","Sandtown-Winchester","(39.30138, -76.63746)",1
"101","01/04/2015",913,"1F","1900 62ND ST","HOMICIDE","FIREARM",432,"NORTHEASTERN","Pulaski Industrial Area","(39.31527, -76.53226)",1
"102","01/04/2015",1839,"1F","1100 N WOODYEAR ST","HOMICIDE","FIREARM",715,"WESTERN","Sandtown-Winchester","(39.30133, -76.63958)",1
"103","01/03/2015",7,"1F","4500 ERDMAN AV","HOMICIDE","FIREARM",431,"NORTHEASTERN","Orangeville Industrial Area","(39.30966, -76.5633)",1
"104","01/03/2015",120,"1F","2600 SEVILLE AV","HOMICIDE","FIREARM",534,"NORTHERN","Levindale","(39.35168, -76.66712)",1
"105","01/03/2015",613,"1F","500 QUEENSGATE RD","HOMICIDE","FIREARM",833,"SOUTHWESTERN","Beechfield","(39.27613, -76.69685)",1
"106","12/31/2014",840,"1F","4000 2ND ST","HOMICIDE","FIREARM",912,"SOUTHERN","Brooklyn","(39.23374, -76.61079)",1
"107","12/30/2014",123,"1F","3100 GREENMOUNT AV","HOMICIDE","FIREARM",515,"NORTHERN","Abell","(39.32618, -76.60944)",1
"108","12/28/2014",213,"1F","2300 MC CULLOH ST","HOMICIDE","FIREARM",733,"WESTERN","Penn North","(39.31071, -76.63737)",1
"109","12/25/2014",157,"1K","3800 S HANOVER ST","HOMICIDE","KNIFE",912,"SOUTHERN","Brooklyn","(39.23661, -76.61054)",1
"110","12/22/2014",1459,"1F","2000 DENISON ST","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31022, -76.67423)",1
"111","12/20/2014",1640,"1F","3700 RAVENWOOD AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31548, -76.56572)",1
"112","12/20/2014",1734,"1K","500 N SCHROEDER ST","HOMICIDE","KNIFE",714,"WESTERN","Harlem Park","(39.29444, -76.63415)",1
"113","12/16/2014",1628,"1F","2900 RIDGEWOOD AV","HOMICIDE","FIREARM",613,"NORTHWESTERN","Lucille Park","(39.3392, -76.67087)",1
"114","12/14/2014",1248,"1F","2300 HARFORD RD","HOMICIDE","FIREARM",312,"EASTERN","East Baltimore Midway","(39.31587, -76.59627)",1
"115","12/14/2014",1406,"1F","2700 ASHLAND AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.30115, -76.57872)",1
"116","12/14/2014",1406,"1F","2700 ASHLAND AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.30115, -76.57872)",1
"117","12/09/2014",1212,"1F","2500 MC HENRY ST","HOMICIDE","FIREARM",836,"SOUTHWESTERN","Shipley Hill","(39.28392, -76.65614)",1
"118","12/07/2014",1852,"1F","500 EDGEWOOD ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Allendale","(39.29285, -76.67551)",1
"119","12/02/2014",1744,"1F","2800 ASHLAND AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.30116, -76.5781)",1
"120","12/01/2014",1044,"1F","3900 PENHURST AV","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dolfield","(39.33866, -76.68143)",1
"121","11/30/2014",534,"1K","6500 CROSS COUNTRY BLVD","HOMICIDE","KNIFE",635,"NORTHWESTERN","Cross Country","(39.36502, -76.6937)",1
"122","11/30/2014",1802,"1F","1500 ARGYLE AV","HOMICIDE","FIREARM",132,"CENTRAL","Upton","(39.30129, -76.63371)",1
"123","11/25/2014",2208,"1F","1200 DARLEY AV","HOMICIDE","FIREARM",312,"EASTERN","East Baltimore Midway","(39.3163, -76.5991)",1
"124","11/20/2014",1315,"1F","4600 MANNASOTA AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Frankford","(39.33039, -76.5582)",1
"125","11/19/2014",1111,"1O","500 W LANVALE ST","HOMICIDE","OTHER",124,"CENTRAL","Upton","(39.30196, -76.62861)",1
"126","11/19/2014",2229,"1F","3000 WYLIE AV","HOMICIDE","FIREARM",534,"NORTHERN","Parklane","(39.34193, -76.66531)",1
"127","11/18/2014",1818,"1O","1600 E 28TH ST","HOMICIDE","OTHER",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32384, -76.59249)",1
"128","11/10/2014",1902,"1F","300 NOTTINGHAM RD","HOMICIDE","FIREARM",826,"SOUTHWESTERN","Ten Hills","(39.28647, -76.69708)",1
"129","11/10/2014",2004,"1F","3400 MONDAWMIN AV","HOMICIDE","FIREARM",621,"NORTHWESTERN","Hanlon-Longwood","(39.31518, -76.67494)",1
"130","11/09/2014",1849,"1F","400 EDGEWOOD ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Lower Edmondson Village","(39.29207, -76.6754)",1
"131","11/05/2014",2005,"1F","2800 KENT ST","HOMICIDE","FIREARM",922,"SOUTHERN","Westport","(39.26301, -76.63392)",1
"132","11/03/2014",641,"1F","2700 PRESSTMAN ST","HOMICIDE","FIREARM",814,"SOUTHWESTERN","Northwest Community Action","(39.30465, -76.66318)",1
"133","11/02/2014",152,"1F","3600 PARK HEIGHTS AV","HOMICIDE","FIREARM",611,"NORTHWESTERN","Park Circle","(39.32983, -76.65931)",1
"134","11/01/2014",717,"1F","400 N GAY ST","HOMICIDE","FIREARM",315,"EASTERN","Penn-Fallsway","(39.29459, -76.60633)",1
"135","10/31/2014",1457,"1F","3500 BRENDAN AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31895, -76.56748)",1
"136","10/29/2014",1855,"1F","0 S CATHERINE ST","HOMICIDE","FIREARM",836,"SOUTHWESTERN","Shipley Hill","(39.2877, -76.65612)",1
"137","10/28/2014",455,"1O","4400 FURLEY AV","HOMICIDE","OTHER",436,"NORTHEASTERN","Frankford","(39.33104, -76.55654)",1
"138","10/25/2014",21,"1F","4700 LIBERTY HEIGHTS AV","HOMICIDE","FIREARM",626,"NORTHWESTERN","Howard Park","(39.33146, -76.6958)",1
"139","10/23/2014",1129,"1F","3900 CHESTERFIELD AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31647, -76.56272)",1
"140","10/22/2014",1952,"1F","3800 WOODBINE AV","HOMICIDE","FIREARM",626,"NORTHWESTERN","Howard Park","(39.33524, -76.69542)",1
"141","10/15/2014",2009,"1K","800 HARFORD CT","HOMICIDE","KNIFE",315,"EASTERN","Oldtown","(39.29921, -76.60509)",1
"142","10/11/2014",2053,"1O","2500 GARRETT AV","HOMICIDE","OTHER",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.31892, -76.59866)",1
"143","10/10/2014",1655,"1F","1500 TRACTION ST","HOMICIDE","FIREARM",733,"WESTERN","Penn North","(39.31099, -76.6425)",1
"144","10/10/2014",2214,"1F","5600 LOCH RAVEN BLVD","HOMICIDE","FIREARM",423,"NORTHEASTERN","Loch Raven","(39.35952, -76.58856)",1
"145","10/09/2014",50,"1O","2700 HUGO AV","HOMICIDE","OTHER",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32334, -76.58928)",1
"146","10/09/2014",1331,"1K","1700 W NORTH AV","HOMICIDE","KNIFE",733,"WESTERN","Penn North","(39.30997, -76.64509)",1
"147","10/07/2014",127,"1F","5200 DENMORE AV","HOMICIDE","FIREARM",633,"NORTHWESTERN","Arlington","(39.34887, -76.67865)",1
"148","10/07/2014",127,"1F","5200 DENMORE AV","HOMICIDE","FIREARM",633,"NORTHWESTERN","Arlington","(39.34887, -76.67865)",1
"149","10/07/2014",211,"1F","3000 N HILTON ST","HOMICIDE","FIREARM",621,"NORTHWESTERN","Forest Park","(39.32041, -76.67307)",1
"150","10/06/2014",2223,"1K","700 S BOND ST","HOMICIDE","KNIFE",214,"SOUTHEASTERN","Fells Point","(39.28318, -76.59515)",1
"151","10/05/2014",1355,"1F","5000 RAINTREE WY","HOMICIDE","FIREARM",436,"NORTHEASTERN","Parkside","(39.32133, -76.55326)",1
"152","10/04/2014",2220,"1F","7000 FIELDCREST RD","HOMICIDE","FIREARM",632,"NORTHWESTERN","Fallstaff","(39.36407, -76.70854)",1
"153","10/01/2014",2138,"1F","1600 CLIFTVIEW AV","HOMICIDE","FIREARM",312,"EASTERN","Darley Park","(39.31523, -76.59558)",1
"154","09/30/2014",25,"1F","3700 E PRATT ST","HOMICIDE","FIREARM",224,"SOUTHEASTERN","Baltimore Highlands","(39.29033, -76.56623)",1
"155","09/28/2014",1557,"1F","2400 E OLIVER ST","HOMICIDE","FIREARM",333,"EASTERN","Broadway East","(39.30792, -76.58418)",1
"156","09/26/2014",154,"1K","2500 N HOWARD ST","HOMICIDE","KNIFE",511,"NORTHERN","Remington","(39.31781, -76.61976)",1
"157","09/25/2014",52,"1F","3800 BOARMAN AV","HOMICIDE","FIREARM",625,"NORTHWESTERN","Callaway-Garrison","(39.33451, -76.67895)",1
"158","09/23/2014",456,"1K","6000 AMBERWOOD RD","HOMICIDE","KNIFE",434,"NORTHEASTERN","Frankford","(39.31637, -76.5433)",1
"159","09/23/2014",609,"1K","1700 KANE ST","HOMICIDE","KNIFE",234,"SOUTHEASTERN","Broening Manor","(39.27296, -76.53589)",1
"160","09/22/2014",1957,"1F","400 N MONTFORD AV","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.29595, -76.58357)",1
"161","09/21/2014",2322,"1F","400 W SARATOGA ST","HOMICIDE","FIREARM",121,"CENTRAL","Downtown","(39.29285, -76.62124)",1
"162","09/21/2014",2322,"1F","400 W SARATOGA ST","HOMICIDE","FIREARM",121,"CENTRAL","Downtown","(39.29285, -76.62124)",1
"163","09/20/2014",14,"1F","6500 HOLABIRD AV","HOMICIDE","FIREARM",234,"SOUTHEASTERN","Broening Manor","(39.2724, -76.53519)",1
"164","09/18/2014",2016,"1F","5800 WAYCROSS RD","HOMICIDE","FIREARM",435,"NORTHEASTERN","Cedonia","(39.33251, -76.53452)",1
"165","09/18/2014",2123,"1F","3000 FLEETWOOD AV","HOMICIDE","FIREARM",425,"NORTHEASTERN","Westfield","(39.36241, -76.55229)",1
"166","09/11/2014",213,"1F","2900 ARUNAH AV","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Franklintown Road","(39.29525, -76.66527)",1
"167","09/06/2014",2355,"1F","2000 CECIL AV","HOMICIDE","FIREARM",311,"EASTERN","East Baltimore Midway","(39.31313, -76.60529)",1
"168","09/03/2014",2136,"1F","4900 PARK HEIGHTS AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Central Park Heights","(39.3467, -76.67284)",1
"169","09/03/2014",2317,"1F","3200 SPAULDING AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Central Park Heights","(39.3483, -76.67486)",1
"170","09/02/2014",103,"1F","4700 PARK HEIGHTS AV","HOMICIDE","FIREARM",615,"NORTHWESTERN","Central Park Heights","(39.34471, -76.67074)",1
"171","09/01/2014",2127,"1F","1800 DRUID HILL AV","HOMICIDE","FIREARM",131,"CENTRAL","Druid Heights","(39.30619, -76.63369)",1
"172","09/01/2014",2151,"1F","700 LINNARD ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Edgewood","(39.29688, -76.67476)",1
"173","08/31/2014",335,"1F","4200 BERGER AV","HOMICIDE","FIREARM",435,"NORTHEASTERN","Frankford","(39.33999, -76.54736)",1
"174","08/29/2014",1538,"1F","100 N GILMOR ST","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.28981, -76.6425)",1
"175","08/27/2014",1014,"1F","2400 E MADISON ST","HOMICIDE","FIREARM",325,"EASTERN","Milton-Montford","(39.29989, -76.58335)",1
"176","08/26/2014",2241,"1K","500 E COLD SPRING LA","HOMICIDE","KNIFE",524,"NORTHERN","Wrenlane","(39.34612, -76.60907)",1
"177","08/24/2014",140,"1K","1500 GORSUCH AV","HOMICIDE","KNIFE",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32275, -76.59714)",1
"178","08/24/2014",658,"1K","600 WINSTON AV","HOMICIDE","KNIFE",524,"NORTHERN","Winston-Govans","(39.35008, -76.60754)",1
"179","08/24/2014",1052,"1F","4200 WEST BAY AV","HOMICIDE","FIREARM",911,"SOUTHERN","Brooklyn","(39.2288, -76.59422)",1
"180","08/22/2014",36,"1F","2000 LINDEN AV","HOMICIDE","FIREARM",134,"CENTRAL","Reservoir Hill","(39.31059, -76.63251)",1
"181","08/22/2014",149,"1O","4200 SHAMROCK AV","HOMICIDE","OTHER",436,"NORTHEASTERN","Belair-Edison","(39.32807, -76.56528)",1
