"","CrimeDate","CrimeTime","CrimeCode","Location","Description","Weapon","Post","District","Neighborhood","Location.1","Total.Incidents"
"752","02/19/2012",1508,"1K","1300 Mc Henry St","HOMICIDE","KNIFE",933,"SOUTHERN","New Southwest/Mount Clare","(39.28458, -76.63802)",1
"753","02/13/2012",1746,"1F","2800 GREENMOUNT AV","HOMICIDE","FIREARM",512,"NORTHERN","Better Waverly","(39.32264, -76.60941)",1
"754","02/12/2012",234,"1F","5900 LACLEDE RD","HOMICIDE","FIREARM",434,"NORTHEASTERN","Cedonia","(39.32734, -76.53131)",1
"755","02/09/2012",1045,"1F","2900 HAVERFORD RD","HOMICIDE","FIREARM",622,"NORTHWESTERN","Windsor Hills","(39.31853, -76.68733)",1
"756","02/06/2012",1656,"1F","900 E PRESTON ST","HOMICIDE","FIREARM",313,"EASTERN","Johnston Square","(39.30497, -76.60505)",1
"757","02/01/2012",2106,"1F","4300 GREENHILL AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Parkside","(39.32491, -76.55896)",1
"758","02/01/2012",2203,"1F","5700 NASCO PL","HOMICIDE","FIREARM",423,"NORTHEASTERN","Loch Raven","(39.35991, -76.58707)",1
"759","01/29/2012",2302,"1F","200 S LOUDON AV","HOMICIDE","FIREARM",824,"SOUTHWESTERN","Irvington","(39.2833, -76.68209)",1
"760","01/27/2012",1510,"1F","2700 W COLD SPRING LA","HOMICIDE","FIREARM",612,"NORTHWESTERN","Central Park Heights","(39.33954, -76.66669)",1
"761","01/20/2012",1856,"1F","1600 W BALTIMORE ST","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.2883, -76.64322)",1
"762","01/19/2012",1106,"1O","3800 COTTAGE AV","HOMICIDE","OTHER",531,"NORTHERN","Greenspring","(39.33355, -76.66007)",1
"763","01/18/2012",2158,"1F","4300 CEDAR GARDEN RD","HOMICIDE","FIREARM",833,"SOUTHWESTERN","Yale Heights","(39.27516, -76.68911)",1
"764","01/12/2012",1306,"1F","500 EDGEWOOD ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Allendale","(39.29285, -76.67551)",1
"765","01/08/2012",352,"1F","4100 MARIBAN CT","HOMICIDE","FIREARM",911,"SOUTHERN","Brooklyn","(39.22913, -76.59802)",1
"766","01/06/2012",1901,"1F","800 N MONTFORD AV","HOMICIDE","FIREARM",325,"EASTERN","Milton-Montford","(39.30021, -76.58384)",1
"767","01/05/2012",908,"1K","2600 E BIDDLE ST","HOMICIDE","KNIFE",333,"EASTERN","Biddle Street","(39.30481, -76.58042)",1
"768","01/03/2012",209,"1O","500 BRUNSWICK ST","HOMICIDE","OTHER",834,"SOUTHWESTERN","Millhill","(39.27902, -76.65925)",1
"769","01/03/2012",2145,"1F","4000 EDGEWOOD RD","HOMICIDE","FIREARM",625,"NORTHWESTERN","East Arlington","(39.3318, -76.66913)",1
"770","12/28/2011",2158,"1F","2800 W GARRISON AV","HOMICIDE","FIREARM",534,"NORTHERN","Cylburn","(39.34978, -76.66625)",1
"771","12/24/2011",2305,"1F","2700 GILES RD","HOMICIDE","FIREARM",922,"SOUTHERN","Cherry Hill","(39.24958, -76.63049)",1
"772","12/21/2011",2228,"1F","2500 W PRATT ST","HOMICIDE","FIREARM",836,"SOUTHWESTERN","Shipley Hill","(39.28476, -76.65624)",1
"773","12/21/2011",829,"1O","800 E 34TH ST","HOMICIDE","OTHER",525,"NORTHERN","Waverly","(39.32983, -76.60458)",1
"774","12/19/2011",2036,"1F","1500 N ROSEDALE ST","HOMICIDE","FIREARM",814,"SOUTHWESTERN","Rosemont","(39.30486, -76.6691)",1
"775","12/18/2011",48,"1F","200 N SMALLWOOD ST","HOMICIDE","FIREARM",721,"WESTERN","Penrose/Fayette Street Outreach","(39.29046, -76.65164)",1
"776","12/17/2011",2204,"1F","4200 NICHOLAS AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Belair-Edison","(39.3292, -76.56403)",1
"777","12/16/2011",2120,"1F","2200 ELSINORE AV","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31254, -76.6784)",1
"778","12/10/2011",954,"1K","2500 VIOLET AV","HOMICIDE","KNIFE",611,"NORTHWESTERN","Park Circle","(39.33128, -76.65837)",1
"779","12/08/2011",2257,"1F","2900 N CALVERT ST","HOMICIDE","FIREARM",512,"NORTHERN","Charles Village","(39.32375, -76.61457)",1
"780","12/06/2011",1230,"1K","0 N EAST AV","HOMICIDE","KNIFE",223,"SOUTHEASTERN","Patterson Park Neighborhood","(39.29272, -76.57235)",1
"781","12/05/2011",1204,"1F","0 E NORTH AV","HOMICIDE","FIREARM",141,"CENTRAL","Charles North","(39.31102, -76.61643)",1
"782","11/29/2011",1933,"1F","500 S BENTALOU ST","HOMICIDE","FIREARM",835,"SOUTHWESTERN","Carrollton Ridge","(39.28135, -76.65253)",1
"783","11/22/2011",735,"1F","900 W FRANKLIN ST","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.29447, -76.63206)",1
"784","11/15/2011",2255,"1F","700 N CARROLLTON AV","HOMICIDE","FIREARM",713,"WESTERN","Harlem Park","(39.29682, -76.63721)",1
"785","11/14/2011",932,"1F","1700 MORELAND AV","HOMICIDE","FIREARM",735,"WESTERN","Coppin Heights/Ash-Co-East","(39.30771, -76.65588)",1
"786","11/12/2011",1932,"1F","2200 AIKEN ST","HOMICIDE","FIREARM",312,"EASTERN","East Baltimore Midway","(39.31541, -76.59909)",1
"787","11/12/2011",1649,"1F","1000 PENNSYLVANIA AV","HOMICIDE","FIREARM",124,"CENTRAL","Heritage Crossing","(39.298, -76.62785)",1
"788","11/11/2011",1819,"1F","2600 KENTUCKY AV","HOMICIDE","FIREARM",415,"NORTHEASTERN","Belair-Edison","(39.32656, -76.57508)",1
"789","11/09/2011",2111,"1F","4300 LOCH RAVEN BLVD","HOMICIDE","FIREARM",421,"NORTHEASTERN","New Northwood","(39.34305, -76.59279)",1
"790","11/07/2011",840,"1O","3200 SPAULDING AV","HOMICIDE","OTHER",614,"NORTHWESTERN","Central Park Heights","(39.34823, -76.67487)",1
"791","11/05/2011",2034,"1F","4100 PARKWOOD AV","HOMICIDE","FIREARM",422,"NORTHEASTERN","Waltherson","(39.33618, -76.55577)",1
"792","10/31/2011",520,"1F","5300 YORK RD","HOMICIDE","FIREARM",523,"NORTHERN","Homeland","(39.35537, -76.60992)",1
"793","10/31/2011",1845,"1F","2900 GREENMOUNT AV","HOMICIDE","FIREARM",515,"NORTHERN","Better Waverly","(39.32388, -76.60939)",1
"794","10/28/2011",8,"1K","600 GEORGE ST","HOMICIDE","KNIFE",124,"CENTRAL","Heritage Crossing","(39.29667, -76.62811)",1
"795","10/27/2011",2222,"1F","1200 BRADDISH AV","HOMICIDE","FIREARM",814,"SOUTHWESTERN","Winchester","(39.30167, -76.6609)",1
"796","10/24/2011",57,"1F","2000 LINDEN AV","HOMICIDE","FIREARM",134,"CENTRAL","Reservoir Hill","(39.31059, -76.63251)",1
"797","10/24/2011",1716,"1O","900 E 41ST ST","HOMICIDE","OTHER",525,"NORTHERN","Pen Lucy","(39.33983, -76.60336)",1
"798","10/21/2011",2005,"1F","2800 WOODBROOK AV","HOMICIDE","FIREARM",736,"WESTERN","Parkview/Woodbrook","(39.31402, -76.64578)",1
"799","10/17/2011",129,"1F","1700 HARFORD AV","HOMICIDE","FIREARM",313,"EASTERN","Oliver","(39.30955, -76.60023)",1
"800","10/16/2011",2,"1F","2200 AIKEN ST","HOMICIDE","FIREARM",312,"EASTERN","East Baltimore Midway","(39.31512, -76.5994)",1
"801","10/14/2011",2001,"1F","1500 E 29TH ST","HOMICIDE","FIREARM",412,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32464, -76.59482)",1
"802","10/13/2011",1624,"1O","2800 W MULBERRY ST","HOMICIDE","OTHER",816,"SOUTHWESTERN","Penrose/Fayette Street Outreach","(39.29263, -76.6641)",1
"803","10/11/2011",1034,"1F","2200 CALLOW AV","HOMICIDE","FIREARM",134,"CENTRAL","Reservoir Hill","(39.31284, -76.6314)",1
"804","10/11/2011",1121,"1F","1800 N PORT ST","HOMICIDE","FIREARM",331,"EASTERN","Broadway East","(39.31147, -76.58383)",1
"805","10/10/2011",1526,"1F","200 N BELNORD AV","HOMICIDE","FIREARM",221,"SOUTHEASTERN","McElderry Park","(39.29515, -76.57855)",1
"806","10/10/2011",2208,"1F","1400 KUPER PL","HOMICIDE","FIREARM",933,"SOUTHERN","New Southwest/Mount Clare","(39.28505, -76.63975)",1
"807","10/03/2011",25,"1F","500 MC MECHEN ST","HOMICIDE","FIREARM",132,"CENTRAL","Upton","(39.30435, -76.63157)",1
"808","10/03/2011",1348,"1F","900 HERNDON CT","HOMICIDE","FIREARM",913,"SOUTHERN","Brooklyn","(39.22833, -76.60052)",1
"809","09/28/2011",55,"1F","2200 GARRISON BLVD","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.31142, -76.67516)",1
"810","09/28/2011",1606,"1F","1400 E FAYETTE ST","HOMICIDE","FIREARM",212,"SOUTHEASTERN","Dunbar-Broadway","(39.29294, -76.5985)",1
"811","09/28/2011",1955,"1F","1900 E 31ST ST","HOMICIDE","FIREARM",414,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32637, -76.5891)",1
"812","09/27/2011",247,"1F","4000 PRIMROSE AV","HOMICIDE","FIREARM",635,"NORTHWESTERN","Glen","(39.35114, -76.69328)",1
"813","09/25/2011",352,"1F","3900 DOLFIELD AV","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dolfield","(39.33958, -76.68139)",1
"814","09/25/2011",352,"1F","3900 DOLFIELD AV","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dolfield","(39.33958, -76.68139)",1
"815","09/21/2011",1627,"1F","800 E 34TH ST","HOMICIDE","FIREARM",525,"NORTHERN","Waverly","(39.32988, -76.60488)",1
"816","09/20/2011",1342,"1F","3500 DOLFIELD AV","HOMICIDE","FIREARM",625,"NORTHWESTERN","Ashburton","(39.33411, -76.67366)",1
"817","09/19/2011",1740,"1K","100 N POPPLETON ST","HOMICIDE","KNIFE",712,"WESTERN","Poppleton","(39.29004, -76.63225)",1
"818","09/19/2011",2325,"1F","400 N EAST AV","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Ellwood Park/Monument","(39.2963, -76.57211)",1
"819","09/17/2011",226,"1F","700 PONTIAC AV","HOMICIDE","FIREARM",913,"SOUTHERN","Brooklyn","(39.23508, -76.60102)",1
"820","09/16/2011",1823,"1O","700 E PATAPSCO AV","HOMICIDE","OTHER",912,"SOUTHERN","Fairfield Area","(39.23582, -76.60061)",1
"821","09/14/2011",110,"1F","1900 W LOMBARD ST","HOMICIDE","FIREARM",934,"SOUTHERN","Carrollton Ridge","(39.28619, -76.64695)",1
"822","09/13/2011",1410,"1F","3300 ELMORA AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Four By Four","(39.31592, -76.57698)",1
"823","09/09/2011",1628,"1F","4200 OLD YORK RD","HOMICIDE","FIREARM",525,"NORTHERN","Pen Lucy","(39.34059, -76.60774)",1
"824","09/07/2011",832,"1K","2700 RIGGS AV","HOMICIDE","KNIFE",814,"SOUTHWESTERN","Mosher","(39.30035, -76.66218)",1
"825","09/04/2011",1215,"1F","500 N CHESTER ST","HOMICIDE","FIREARM",324,"EASTERN","CARE","(39.29699, -76.58777)",1
"826","09/02/2011",1717,"1O","5600 WOODMONT AV","HOMICIDE","OTHER",421,"NORTHEASTERN","Woodbourne Heights","(39.35786, -76.59083)",1
"827","09/01/2011",1254,"1O","900 LEADENHALL ST","HOMICIDE","OTHER",941,"SOUTHERN","Sharp-Leadenhall","(39.27859, -76.61703)",1
"828","08/28/2011",2041,"1F","2800 ROUND RD","HOMICIDE","FIREARM",924,"SOUTHERN","Cherry Hill","(39.24718, -76.62807)",1
"829","08/27/2011",1800,"1O","1700 GORSUCH AV","HOMICIDE","OTHER",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32062, -76.59361)",1
"830","08/25/2011",33,"1F","1200 VALLEY ST","HOMICIDE","FIREARM",313,"EASTERN","Johnston Square","(39.30396, -76.60509)",1
"831","08/23/2011",2203,"1F","5200 BOWLEYS LA","HOMICIDE","FIREARM",436,"NORTHEASTERN","Frankford","(39.32266, -76.55314)",1
"832","08/23/2011",2255,"1F","3700 W FOREST PARK AV","HOMICIDE","FIREARM",621,"NORTHWESTERN","Forest Park","(39.32552, -76.67964)",1
"833","08/22/2011",1118,"1F","200 MT HOLLY ST","HOMICIDE","FIREARM",822,"SOUTHWESTERN","Allendale","(39.29021, -76.67946)",1
"834","08/22/2011",2228,"1F","2500 E CHASE ST","HOMICIDE","FIREARM",333,"EASTERN","Biddle Street","(39.30374, -76.58201)",1
"835","08/21/2011",112,"1K","6000 HARFORD RD","HOMICIDE","KNIFE",424,"NORTHEASTERN","Westfield","(39.35673, -76.55765)",1
"836","08/14/2011",312,"1F","2900 S EDGECOMBE CIR","HOMICIDE","FIREARM",534,"NORTHERN","Parklane","(39.34241, -76.66327)",1
"837","08/14/2011",2130,"1F","3400 CLIFTON AV","HOMICIDE","FIREARM",812,"SOUTHWESTERN","Mount Holly","(39.311, -76.67429)",1
"838","08/03/2011",1629,"1K","4700 MORAVIA RD","HOMICIDE","KNIFE",436,"NORTHEASTERN","Frankford","(39.32624, -76.55215)",1
"839","08/01/2011",2318,"1F","1600 DARLEY AV","HOMICIDE","FIREARM",312,"EASTERN","Darley Park","(39.31471, -76.59509)",1
"840","07/31/2011",2112,"1F","1100 WEDGEWOOD RD","HOMICIDE","FIREARM",823,"SOUTHWESTERN","West Hills","(39.29776, -76.71038)",1
"841","07/31/2011",2112,"1F","1100 WEDGEWOOD RD","HOMICIDE","FIREARM",823,"SOUTHWESTERN","West Hills","(39.29776, -76.71038)",1
"842","07/30/2011",240,"1F","4800 BOWLAND AV","HOMICIDE","FIREARM",433,"NORTHEASTERN","Frankford","(39.31876, -76.55088)",1
"843","07/29/2011",1053,"1F","1200 N GAY ST","HOMICIDE","FIREARM",322,"EASTERN","Broadway East","(39.3048, -76.59324)",1
"844","07/27/2011",205,"1F","3600 CHESTERFIELD AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31942, -76.56373)",1
"845","07/26/2011",642,"1F","4300 NICHOLAS AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Belair-Edison","(39.32792, -76.56251)",1
"846","07/26/2011",642,"1F","4300 NICHOLAS AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Belair-Edison","(39.32792, -76.56251)",1
"847","07/26/2011",642,"1F","4300 NICHOLAS AV","HOMICIDE","FIREARM",436,"NORTHEASTERN","Belair-Edison","(39.32792, -76.56251)",1
"848","07/26/2011",1200,"1F","900 N BELNORD AV","HOMICIDE","FIREARM",334,"EASTERN","Madison-Eastend","(39.30148, -76.57896)",1
"849","07/25/2011",143,"1O","600 COKESBURY AV","HOMICIDE","OTHER",311,"EASTERN","East Baltimore Midway","(39.31595, -76.60728)",1
"850","07/19/2011",320,"1F","1900 N BENTALOU ST","HOMICIDE","FIREARM",735,"WESTERN","Mondawmin","(39.30997, -76.65416)",1
"851","07/19/2011",1641,"1K","800 N GILMOR ST","HOMICIDE","KNIFE",715,"WESTERN","Harlem Park","(39.29819, -76.64294)",1
"852","07/17/2011",551,"1F","1200 BUSH ST","HOMICIDE","FIREARM",921,"SOUTHERN","Washington Village/Pigtown","(39.27845, -76.63794)",1
"853","07/16/2011",131,"1F","800 N BOND ST","HOMICIDE","FIREARM",324,"EASTERN","Gay Street","(39.29945, -76.59631)",1
"854","07/15/2011",1353,"1F","0 N FRANKLINTOWN RD","HOMICIDE","FIREARM",816,"SOUTHWESTERN","Shipley Hill","(39.28767, -76.65891)",1
"855","07/14/2011",1734,"1F","2100 HOMEWOOD AV","HOMICIDE","FIREARM",311,"EASTERN","East Baltimore Midway","(39.314, -76.60731)",1
"856","07/12/2011",2208,"1F","1800 N PULASKI ST","HOMICIDE","FIREARM",735,"WESTERN","Easterwood","(39.30876, -76.65129)",1
"857","07/10/2011",236,"1F","1500 LESTER MORTON CT","HOMICIDE","FIREARM",324,"EASTERN","Gay Street","(39.29867, -76.59723)",1
"858","07/10/2011",237,"1K","1700 GORSUCH AV","HOMICIDE","KNIFE",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32083, -76.59396)",1
"859","07/10/2011",1109,"1O","200 N BELNORD AV","HOMICIDE","OTHER",221,"SOUTHEASTERN","McElderry Park","(39.2953, -76.57849)",1
"860","07/09/2011",129,"1K","0 N CHARLES ST","HOMICIDE","KNIFE",112,"CENTRAL","Downtown","(39.29012, -76.61515)",1
"861","07/06/2011",1542,"1F","3700 HARLEM AV","HOMICIDE","FIREARM",822,"SOUTHWESTERN","Edgewood","(39.29521, -76.67895)",1
"862","07/04/2011",2148,"1K","700 EASTERN AV","HOMICIDE","KNIFE",111,"CENTRAL","Inner Harbor","(39.28497, -76.60544)",1
"863","07/01/2011",2318,"1F","1400 STONEWOOD RD","HOMICIDE","FIREARM",421,"NORTHEASTERN","New Northwood","(39.34952, -76.5937)",1
"864","07/01/2011",950,"1F","1100 S CAREY ST","HOMICIDE","FIREARM",931,"SOUTHERN","Washington Village/Pigtown","(39.28132, -76.6363)",1
"865","06/29/2011",2241,"1F","1900 BREITWERT AV","HOMICIDE","FIREARM",832,"SOUTHWESTERN","Morrell Park","(39.26827, -76.65009)",1
"866","06/28/2011",1500,"1F","3900 ERDMAN AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31501, -76.56839)",1
"867","06/28/2011",2352,"1F","500 MOSHER ST","HOMICIDE","FIREARM",132,"CENTRAL","Upton","(39.30355, -76.63059)",1
"868","06/27/2011",459,"1K","3200 LEVERTON AV","HOMICIDE","KNIFE",224,"SOUTHEASTERN","Patterson Park Neighborhood","(39.29188, -76.57069)",1
"869","06/22/2011",1903,"1F","5500 GRINDON AV","HOMICIDE","FIREARM",424,"NORTHEASTERN","Hamilton Hills","(39.35731, -76.56975)",1
"870","06/20/2011",2300,"1F","2900 S EDGECOMBE CIR","HOMICIDE","FIREARM",534,"NORTHERN","Parklane","(39.34241, -76.66327)",1
"871","06/17/2011",53,"1F","700 ASHBURTON ST","HOMICIDE","FIREARM",725,"WESTERN","Mosher","(39.29596, -76.6615)",1
"872","06/16/2011",1320,"1F","500 DENISON ST","HOMICIDE","FIREARM",815,"SOUTHWESTERN","Lower Edmondson Village","(39.29288, -76.6741)",1
"873","06/14/2011",1258,"1F","2400 GREENMOUNT AV","HOMICIDE","FIREARM",311,"EASTERN","Barclay","(39.3163, -76.60951)",1
"874","06/14/2011",1648,"1F","600 DUMBARTON AV","HOMICIDE","FIREARM",525,"NORTHERN","Pen Lucy","(39.33809, -76.60638)",1
"875","06/12/2011",403,"1F","2600 PARK HEIGHTS TER","HOMICIDE","FIREARM",531,"NORTHERN","Greenspring","(39.3386, -76.66161)",1
"876","06/12/2011",1354,"1F","2900 WESTWOOD AV","HOMICIDE","FIREARM",811,"SOUTHWESTERN","Northwest Community Action","(39.30812, -76.6673)",1
"877","06/10/2011",2053,"1F","1600 W BALTIMORE ST","HOMICIDE","FIREARM",711,"WESTERN","Franklin Square","(39.28839, -76.64249)",1
"878","06/09/2011",2317,"1F","3000 SPAULDING AV","HOMICIDE","FIREARM",615,"NORTHWESTERN","Central Park Heights","(39.34976, -76.67228)",1
"879","06/03/2011",2244,"1F","2200 FLEETWOOD AV","HOMICIDE","FIREARM",424,"NORTHEASTERN","Hamilton Hills","(39.3672, -76.56788)",1
"880","06/01/2011",430,"1K","5400 MOORES RUN DR","HOMICIDE","KNIFE",435,"NORTHEASTERN","Frankford","(39.33041, -76.53458)",1
"881","05/31/2011",49,"1F","3400 E BALTIMORE ST","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Baltimore Highlands","(39.29252, -76.56913)",1
"882","05/31/2011",2227,"1F","700 E EAGER ST","HOMICIDE","FIREARM",315,"EASTERN","Johnston Square","(39.30139, -76.60707)",1
"883","05/30/2011",1819,"1F","3900 WINDSOR MILL RD","HOMICIDE","FIREARM",622,"NORTHWESTERN","Mount Holly","(39.31324, -76.68283)",1
"884","05/28/2011",1109,"1F","4300 Liberty Heights Av","HOMICIDE","FIREARM",624,"NORTHWESTERN","Dorchester","(39.32979, -76.69051)",1
"885","05/26/2011",16,"1F","1600 E WARD CT","HOMICIDE","FIREARM",322,"EASTERN","Gay Street","(39.30213, -76.59553)",1
"886","05/26/2011",1050,"1K","1200 W OSTEND ST","HOMICIDE","KNIFE",921,"SOUTHERN","Washington Village/Pigtown","(39.28141, -76.63352)",1
"887","05/26/2011",2153,"1F","1700 CLIFTVIEW AV","HOMICIDE","FIREARM",312,"EASTERN","Darley Park","(39.31527, -76.59278)",1
"888","05/25/2011",256,"1F","1500 N MONROE ST","HOMICIDE","FIREARM",724,"WESTERN","Easterwood","(39.30528, -76.64793)",1
"889","05/22/2011",2240,"1K","3100 EDMONDSON AV","HOMICIDE","KNIFE",815,"SOUTHWESTERN","Gwynns Falls/Leakin Park","(39.29425, -76.6712)",1
"890","05/21/2011",2337,"1K","1600 N FULTON AV","HOMICIDE","KNIFE",732,"WESTERN","Sandtown-Winchester","(39.30684, -76.64636)",1
"891","05/19/2011",144,"1F","3200 SPAULDING AV","HOMICIDE","FIREARM",614,"NORTHWESTERN","Central Park Heights","(39.3483, -76.67486)",1
"892","05/19/2011",1259,"1F","1000 GRETNA CT","HOMICIDE","FIREARM",911,"SOUTHERN","Brooklyn","(39.22962, -76.59815)",1
"893","05/14/2011",305,"1F","4500 MARBLE HALL RD","HOMICIDE","FIREARM",421,"NORTHEASTERN","New Northwood","(39.34495, -76.59712)",1
"894","05/11/2011",230,"1F","100 N EUTAW ST","HOMICIDE","FIREARM",113,"CENTRAL","Downtown","(39.29047, -76.62103)",1
"895","05/03/2011",2335,"1K","1200 LINWORTH AV","HOMICIDE","KNIFE",421,"NORTHEASTERN","New Northwood","(39.34716, -76.59846)",1
"896","04/29/2011",638,"1K","1700 E LOMBARD ST","HOMICIDE","KNIFE",213,"SOUTHEASTERN","Washington Hill","(39.29046, -76.59227)",1
"897","04/28/2011",949,"1O","0 S MONROE ST","HOMICIDE","OTHER",836,"SOUTHWESTERN","Boyd-Booth","(39.28742, -76.64693)",1
"898","04/28/2011",1352,"1F","1900 N COLLINGTON AV","HOMICIDE","FIREARM",331,"EASTERN","South Clifton Park","(39.31289, -76.58757)",1
"899","04/27/2011",1501,"1F","1300 N CALHOUN ST","HOMICIDE","FIREARM",731,"WESTERN","Sandtown-Winchester","(39.30359, -76.64042)",1
"900","04/26/2011",2222,"1F","3600 5TH ST","HOMICIDE","FIREARM",913,"SOUTHERN","Brooklyn","(39.23671, -76.60393)",1
"901","04/26/2011",2305,"1F","1800 N BENTALOU ST","HOMICIDE","FIREARM",735,"WESTERN","Coppin Heights/Ash-Co-East","(39.30896, -76.6541)",1
"902","04/24/2011",148,"1F","4700 SAYER AV","HOMICIDE","FIREARM",826,"SOUTHWESTERN","Tremont","(39.28428, -76.69373)",1
"903","04/24/2011",212,"1F","4200 ROKEBY RD","HOMICIDE","FIREARM",821,"SOUTHWESTERN","Gwynns Falls/Leakin Park","(39.29922, -76.68685)",1
"904","04/24/2011",212,"1F","4200 ROKEBY RD","HOMICIDE","FIREARM",821,"SOUTHWESTERN","Gwynns Falls/Leakin Park","(39.29922, -76.68685)",1
"905","04/23/2011",1159,"1K","500 N PULASKI ST","HOMICIDE","KNIFE",721,"WESTERN","Midtown-Edmondson","(39.29389, -76.65043)",1
"906","04/23/2011",2320,"1F","700 N CALHOUN ST","HOMICIDE","FIREARM",713,"WESTERN","Harlem Park","(39.29686, -76.64005)",1
"907","04/22/2011",238,"1F","200 W FAYETTE ST","HOMICIDE","FIREARM",114,"CENTRAL","Downtown","(39.29053, -76.6182)",1
"908","04/22/2011",1109,"1F","1700 HOMESTEAD ST","HOMICIDE","FIREARM",411,"NORTHEASTERN","Coldstream Homestead Montebello","(39.32029, -76.59453)",1
"909","04/21/2011",921,"1F","0 W CONWAY ST","HOMICIDE","FIREARM",112,"CENTRAL","Otterbein","(39.28408, -76.61494)",1
"910","04/21/2011",2050,"1O","6500 EBERLE DR","HOMICIDE","OTHER",631,"NORTHWESTERN","Reisterstown Station","(39.35369, -76.70657)",1
"911","04/20/2011",2215,"1F","600 BARTLETT AV","HOMICIDE","FIREARM",311,"EASTERN","East Baltimore Midway","(39.31721, -76.60782)",1
"912","04/19/2011",2330,"1F","500 N SCHROEDER ST","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.29444, -76.63415)",1
"913","04/16/2011",339,"1F","500 N DECKER AV","HOMICIDE","FIREARM",223,"SOUTHEASTERN","Ellwood Park/Monument","(39.29729, -76.57442)",1
"914","04/13/2011",2051,"1F","4500 WESTCHESTER RD","HOMICIDE","FIREARM",622,"NORTHWESTERN","Windsor Hills","(39.31822, -76.69035)",1
"915","04/11/2011",134,"1F","1700 CRYSTAL AV","HOMICIDE","FIREARM",321,"EASTERN","Broadway East","(39.30805, -76.59296)",1
"916","04/10/2011",2354,"1K","3800 S HANOVER ST","HOMICIDE","KNIFE",912,"SOUTHERN","Brooklyn","(39.23661, -76.61054)",1
"917","04/09/2011",120,"1K","4900 BOWLAND AV","HOMICIDE","KNIFE",433,"NORTHEASTERN","Frankford","(39.31914, -76.55018)",1
"918","04/09/2011",1653,"1F","200 W SARATOGA ST","HOMICIDE","FIREARM",114,"CENTRAL","Downtown","(39.29297, -76.61848)",1
"919","04/06/2011",118,"1F","600 LENNOX ST","HOMICIDE","FIREARM",133,"CENTRAL","Reservoir Hill","(39.31186, -76.62704)",1
"920","04/05/2011",57,"1F","2800 W MULBERRY ST","HOMICIDE","FIREARM",816,"SOUTHWESTERN","Penrose/Fayette Street Outreach","(39.29269, -76.66271)",1
"921","04/04/2011",2339,"1F","3400 POWHATAN AV","HOMICIDE","FIREARM",621,"NORTHWESTERN","Forest Park","(39.3209, -76.67507)",1
"922","04/02/2011",100,"1K","300 GUILFORD AV","HOMICIDE","KNIFE",114,"CENTRAL","Downtown","(39.29312, -76.61125)",1
"923","03/31/2011",1402,"1F","6000 MORAVIA PARK DR","HOMICIDE","FIREARM",434,"NORTHEASTERN","Frankford","(39.31611, -76.54305)",1
"924","03/31/2011",1810,"1F","1200 WINCHESTER ST","HOMICIDE","FIREARM",715,"WESTERN","Sandtown-Winchester","(39.30252, -76.63755)",1
"925","03/30/2011",1438,"1F","700 WASHINGTON BLVD","HOMICIDE","FIREARM",931,"SOUTHERN","Barre Circle","(39.28334, -76.62655)",1
"926","03/29/2011",839,"1F","1000 EDMONDSON AV","HOMICIDE","FIREARM",714,"WESTERN","Harlem Park","(39.2956, -76.63468)",1
"927","03/29/2011",1434,"1F","5400 SINCLAIR LA","HOMICIDE","FIREARM",434,"NORTHEASTERN","Frankford","(39.3239, -76.54069)",1
"928","03/29/2011",1622,"1K","2600 HUNTINGDON AV","HOMICIDE","KNIFE",511,"NORTHERN","Remington","(39.31912, -76.62146)",1
"929","03/27/2011",2014,"1F","3200 ELMLEY AV","HOMICIDE","FIREARM",413,"NORTHEASTERN","Belair-Edison","(39.31706, -76.57798)",1
"930","03/25/2011",725,"1K","2100 BARCLAY ST","HOMICIDE","KNIFE",314,"EASTERN","Barclay","(39.31353, -76.61111)",1
"931","03/22/2011",2145,"1K","500 E NORTH AV","HOMICIDE","KNIFE",311,"EASTERN","East Baltimore Midway","(39.31147, -76.60924)",1
